"","X1","X2","X3","X4","Comun","Sci1","Sci2","Sci3","Sci4"
"749","Diapterus","auratus","Mojarra","blanca","Diapterus auratus","Mojarra blanca","Diapterus auratus","auratus Mojarra","Diapterus auratus"
"750","Eucinostomus","argenteus","Mojarra","plateada,","Eucinostomus argenteus","Mojarra plateada,","Eucinostomus argenteus","argenteus Mojarra","Eucinostomus argenteus"
"751","Eugerres","plumieri","Mojarra","rayada","Eugerres plumieri","Mojarra rayada","Eugerres plumieri","plumieri Mojarra","Eugerres plumieri"
"752","Gerres","cinereus","Mojarra","trompetera","Gerres cinereus","Mojarra trompetera","Gerres cinereus","cinereus Mojarra","Gerres cinereus"
"753","Eucinostomus","lefroyi","Mojarra,","mojarrita","Eucinostomus lefroyi","Mojarra, mojarrita","Eucinostomus lefroyi","lefroyi Mojarra,","Eucinostomus lefroyi"
"754","Gymnura","micrura","Raya","mariposa","Gymnura micrura","Raya mariposa","Gymnura micrura","micrura Raya","Gymnura micrura"
"755","Conodon","nobilis","Ronco","amarillo,","Conodon nobilis","Ronco amarillo,","Conodon nobilis","nobilis Ronco","Conodon nobilis"
"756","Haemulon","aurolineatum","Ronco","jeniguaro","Haemulon aurolineatum","Ronco jeniguaro","Haemulon aurolineatum","aurolineatum Ronco","Haemulon aurolineatum"
"757","Haemulon","bonariensis","Ronco","prieto","Haemulon bonariensis","Ronco prieto","Haemulon bonariensis","bonariensis Ronco","Haemulon bonariensis"
"758","Haemulon","chrysargyreum","Ronco","boquichica","Haemulon chrysargyreum","Ronco boquichica","Haemulon chrysargyreum","chrysargyreum Ronco","Haemulon chrysargyreum"
"759","Haemulon","flavolineatum","Ronco","condenado","Haemulon flavolineatum","Ronco condenado","Haemulon flavolineatum","flavolineatum Ronco","Haemulon flavolineatum"
"760","Haemulon","macrostomum","Burro","H","Haemulon macrostomum","Burro H","Haemulon macrostomum","macrostomum Burro","Haemulon macrostomum"
"761","Haemulon","plumieri","Boquilla,","chac-chiJ,","Haemulon plumieri","Boquilla, chac-chiJ,","Haemulon plumieri","plumieri Boquilla,","Haemulon plumieri"
"762","Haemulon","sciurus","Ronco","carite","Haemulon sciurus","Ronco carite","Haemulon sciurus","sciurus Ronco","Haemulon sciurus"
"763","Orthopristis","chrysoptera","Armado","S","Orthopristis chrysoptera","Armado S","Orthopristis chrysoptera","chrysoptera Armado","Orthopristis chrysoptera"
"764","crocro","Burro,","crocro","H","crocro Burro,","crocro H","crocro Burro,","Burro, crocro","crocro Burro,"
"765","Kyphosus","incisor","Chopa","amarilla","Kyphosus incisor","Chopa amarilla","Kyphosus incisor","incisor Chopa","Kyphosus incisor"
"766","Kyphosus","sectator","Chopa","negra","Kyphosus sectator","Chopa negra","Kyphosus sectator","sectator Chopa","Kyphosus sectator"
"767","Bodianus","pulchellus","Vieja","lomo","Bodianus pulchellus","Vieja lomo","Bodianus pulchellus","pulchellus Vieja","Bodianus pulchellus"
"768","Bodianus","rufus","Vieja","espanolaS","Bodianus rufus","Vieja espanolaS","Bodianus rufus","rufus Vieja","Bodianus rufus"
"769","Lachnolaimus","maximus","Boquinete,","pargo","Lachnolaimus maximus","Boquinete, pargo","Lachnolaimus maximus","maximus Boquinete,","Lachnolaimus maximus"
"770","Lobotes","surinamensis","Chopa","Ro","Lobotes surinamensis","Chopa Ro","Lobotes surinamensis","surinamensis Chopa","Lobotes surinamensis"
"771","Apsilus","dentatus","Lamparita","Sa","Apsilus dentatus","Lamparita Sa","Apsilus dentatus","dentatus Lamparita","Apsilus dentatus"
"772","Etelis","oculatus","Huachinango","de","Etelis oculatus","Huachinango de","Etelis oculatus","oculatus Huachinango","Etelis oculatus"
"773","Lutjanus","analis","Pargo","criollo,","Lutjanus analis","Pargo criollo,","Lutjanus analis","analis Pargo","Lutjanus analis"
"774","Lutjanus","apodus","Pargo","H","Lutjanus apodus","Pargo H","Lutjanus apodus","apodus Pargo","Lutjanus apodus"
"775","Lutjanus","buccanella","Huachinango","aleta","Lutjanus buccanella","Huachinango aleta","Lutjanus buccanella","buccanella Huachinango","Lutjanus buccanella"
"776","Lutjanus","campechanus","Huachinango","de","Lutjanus campechanus","Huachinango de","Lutjanus campechanus","campechanus Huachinango","Lutjanus campechanus"
"777","Lutjanus","cyanopterus","CuberaJ",NA,"Lutjanus cyanopterus","CuberaJ NA","Lutjanus cyanopterus","cyanopterus CuberaJ","Lutjanus cyanopterus"
"778","Lutjanus","griseus","Pargo","mulato,","Lutjanus griseus","Pargo mulato,","Lutjanus griseus","griseus Pargo","Lutjanus griseus"
"779","Lutjanus","jocu","Pargo","perro,","Lutjanus jocu","Pargo perro,","Lutjanus jocu","jocu Pargo","Lutjanus jocu"
"780","Lutjanus","purpureus","Pargo","rojo","Lutjanus purpureus","Pargo rojo","Lutjanus purpureus","purpureus Pargo","Lutjanus purpureus"
"781","Lutjanus","synagris","Rubia,","villajaibaJ,","Lutjanus synagris","Rubia, villajaibaJ,","Lutjanus synagris","synagris Rubia,","Lutjanus synagris"
"782","Lutjanus","vivanus","Huachinango","ojo","Lutjanus vivanus","Huachinango ojo","Lutjanus vivanus","vivanus Huachinango","Lutjanus vivanus"
"783","Ocyurus","chrysurus","Canane,","rubio,","Ocyurus chrysurus","Canane, rubio,","Ocyurus chrysurus","chrysurus Canane,","Ocyurus chrysurus"
"784","Rhomboplites","aurorubens","BesugoM",NA,"Rhomboplites aurorubens","BesugoM NA","Rhomboplites aurorubens","aurorubens BesugoM","Rhomboplites aurorubens"
"785","Caulolatilus","chrysops","Blanquillo","ojo","Caulolatilus chrysops","Blanquillo ojo","Caulolatilus chrysops","chrysops Blanquillo","Caulolatilus chrysops"
"786","Caulolatilus","intermedius","Blanquillo","payasoM","Caulolatilus intermedius","Blanquillo payasoM","Caulolatilus intermedius","intermedius Blanquillo","Caulolatilus intermedius"
"787","Caulolatilus","microps","Blanquillo","lucioM","Caulolatilus microps","Blanquillo lucioM","Caulolatilus microps","microps Blanquillo","Caulolatilus microps"
"788","Lopholatilus","chamaeleonticeps","Corvinato","M","Lopholatilus chamaeleonticeps","Corvinato M","Lopholatilus chamaeleonticeps","chamaeleonticeps Corvinato","Lopholatilus chamaeleonticeps"
"789","Aluterus","scriptus","Pez","puerco,","Aluterus scriptus","Pez puerco,","Aluterus scriptus","scriptus Pez","Aluterus scriptus"
"790","Mugil","cephalus","Lisa","L","Mugil cephalus","Lisa L","Mugil cephalus","cephalus Lisa","Mugil cephalus"
"791","Mugil","curema","Lebrancha","L","Mugil curema","Lebrancha L","Mugil curema","curema Lebrancha","Mugil curema"
"792","Upeneus","parvus","Chivo","rayuelo,","Upeneus parvus","Chivo rayuelo,","Upeneus parvus","parvus Chivo","Upeneus parvus"
"793","Aetobatus","narinari","Chucho,","raya","Aetobatus narinari","Chucho, raya","Aetobatus narinari","narinari Chucho,","Aetobatus narinari"
"794","Rhinoptera","bonasus","Manta","cubanita","Rhinoptera bonasus","Manta cubanita","Rhinoptera bonasus","bonasus Manta","Rhinoptera bonasus"
"795","Ophichthus","rex","Lairon","H","Ophichthus rex","Lairon H","Ophichthus rex","rex Lairon","Ophichthus rex"
"796","Acanthostracion","quadricornis","Torito","Pma","Acanthostracion quadricornis","Torito Pma","Acanthostracion quadricornis","quadricornis Torito","Acanthostracion quadricornis"
"797","Paralichthys","albigutta","Lenguado","Pma","Paralichthys albigutta","Lenguado Pma","Paralichthys albigutta","albigutta Lenguado","Paralichthys albigutta"
"798","Syacium","gunteri","Lenguado","arenoso","Syacium gunteri","Lenguado arenoso","Syacium gunteri","gunteri Lenguado","Syacium gunteri"
"799","Polydactylus","octonemus","Raton","S","Polydactylus octonemus","Raton S","Polydactylus octonemus","octonemus Raton","Polydactylus octonemus"
"800","Pomacanthus","arcuatus","Gallineta","cafe","Pomacanthus arcuatus","Gallineta cafe","Pomacanthus arcuatus","arcuatus Gallineta","Pomacanthus arcuatus"
"801","Pomacanthus","paru","Gallineta","negra","Pomacanthus paru","Gallineta negra","Pomacanthus paru","paru Gallineta","Pomacanthus paru"
"802","Priacanthus","arenatus","OjonJ,","S","Priacanthus arenatus","OjonJ, S","Priacanthus arenatus","arenatus OjonJ,","Priacanthus arenatus"
"803","Rachycentrum","canadum","Cobia,","bacalao,","Rachycentrum canadum","Cobia, bacalao,","Rachycentrum canadum","canadum Cobia,","Rachycentrum canadum"
"804","Raja","texana","Raya,","Bala,","Raja texana","Raya, Bala,","Raja texana","texana Raya,","Raja texana"
"805","Rhinobatos","lentiginosus","Guitarra,","diablo","Rhinobatos lentiginosus","Guitarra, diablo","Rhinobatos lentiginosus","lentiginosus Guitarra,","Rhinobatos lentiginosus"
"806","ronchus","Ronco","rayado","T","ronchus Ronco","rayado T","ronchus Ronco","Ronco rayado","ronchus Ronco"
"807","Bairdiella","chrysoura","Posta,","Pollito","Bairdiella chrysoura","Posta, Pollito","Bairdiella chrysoura","chrysoura Posta,","Bairdiella chrysoura"
"808","Cynoscion","arenarius","Trucha","blanca,","Cynoscion arenarius","Trucha blanca,","Cynoscion arenarius","arenarius Trucha","Cynoscion arenarius"
"809","Cynoscion","nebulosus","Trucha","pinta,","Cynoscion nebulosus","Trucha pinta,","Cynoscion nebulosus","nebulosus Trucha","Cynoscion nebulosus"
"810","Cynoscion","nothus","Trucha","o","Cynoscion nothus","Trucha o","Cynoscion nothus","nothus Trucha","Cynoscion nothus"
"811","Leiostomus","xanthurus","Croca","T,","Leiostomus xanthurus","Croca T,","Leiostomus xanthurus","xanthurus Croca","Leiostomus xanthurus"
"812","Menticirrhus","americanus","Raton","del","Menticirrhus americanus","Raton del","Menticirrhus americanus","americanus Raton","Menticirrhus americanus"
"813","Menticirrhus","littoralis","Raton,","berrugato","Menticirrhus littoralis","Raton, berrugato","Menticirrhus littoralis","littoralis Raton,","Menticirrhus littoralis"
"814","Menticirrhus","saxatilis","Berrugato,","raton","Menticirrhus saxatilis","Berrugato, raton","Menticirrhus saxatilis","saxatilis Berrugato,","Menticirrhus saxatilis"
"815","Micropogonias","undulatus","Gurrubata,","tambor","Micropogonias undulatus","Gurrubata, tambor","Micropogonias undulatus","undulatus Gurrubata,","Micropogonias undulatus"
"816","Pogonias","cromis","Tambor","negro","Pogonias cromis","Tambor negro","Pogonias cromis","cromis Tambor","Pogonias cromis"
"817","Sciaenops","ocellata","Corvina","ocelada,corvina","Sciaenops ocellata","Corvina ocelada,corvina","Sciaenops ocellata","ocellata Corvina","Sciaenops ocellata"
"818","Euthynnus","alletteratus","BonitoJ,","S","Euthynnus alletteratus","BonitoJ, S","Euthynnus alletteratus","alletteratus BonitoJ,","Euthynnus alletteratus"
"819","Scomber","japonicus","Macarela","Sa","Scomber japonicus","Macarela Sa","Scomber japonicus","japonicus Macarela","Scomber japonicus"
"820","Scomberomorus","cavalla","Peto,","carito","Scomberomorus cavalla","Peto, carito","Scomberomorus cavalla","cavalla Peto,","Scomberomorus cavalla"
"821","Scomberomorus","maculatus","Sierra","S","Scomberomorus maculatus","Sierra S","Scomberomorus maculatus","maculatus Sierra","Scomberomorus maculatus"
"822","Scomberomorus","regalis","Sierra","S","Scomberomorus regalis","Sierra S","Scomberomorus regalis","regalis Sierra","Scomberomorus regalis"
"823","Thunnus","albacares","Atun","H","Thunnus albacares","Atun H","Thunnus albacares","albacares Atun","Thunnus albacares"
"824","Thunnus","atlanticus","Atun","aleta","Thunnus atlanticus","Atun aleta","Thunnus atlanticus","atlanticus Atun","Thunnus atlanticus"
"825","Neomerinthe","hemingwayi","Rascacio","H","Neomerinthe hemingwayi","Rascacio H","Neomerinthe hemingwayi","hemingwayi Rascacio","Neomerinthe hemingwayi"
"826","Cephalopholis","cruentata","Cabrilla","M","Cephalopholis cruentata","Cabrilla M","Cephalopholis cruentata","cruentata Cabrilla","Cephalopholis cruentata"
"827","Cephalopholis","fulva","Cabrilla","rojaM","Cephalopholis fulva","Cabrilla rojaM","Cephalopholis fulva","fulva Cabrilla","Cephalopholis fulva"
"828","Diplectrum","formosum","Serrano","arenero,","Diplectrum formosum","Serrano arenero,","Diplectrum formosum","formosum Serrano","Diplectrum formosum"
"829","Diplectrum","radiale","Guabina","Ro,","Diplectrum radiale","Guabina Ro,","Diplectrum radiale","radiale Guabina","Diplectrum radiale"
"830","Epinephelus","adscensionis","Cabrilla,","payaso","Epinephelus adscensionis","Cabrilla, payaso","Epinephelus adscensionis","adscensionis Cabrilla,","Epinephelus adscensionis"
"831","Epinephelus","drummondhayi","Lenteja,","abadejo","Epinephelus drummondhayi","Lenteja, abadejo","Epinephelus drummondhayi","drummondhayi Lenteja,","Epinephelus drummondhayi"
"832","Epinephelus","flavolimbatus","Mero","extraviado","Epinephelus flavolimbatus","Mero extraviado","Epinephelus flavolimbatus","flavolimbatus Mero","Epinephelus flavolimbatus"
"833","Epinephelus","guttatus","Payaso","rojo,","Epinephelus guttatus","Payaso rojo,","Epinephelus guttatus","guttatus Payaso","Epinephelus guttatus"
"834","Epinephelus","itajara","Cherna,","mero","Epinephelus itajara","Cherna, mero","Epinephelus itajara","itajara Cherna,","Epinephelus itajara"
"835","Epinephelus","morio","Mero,","cherna","Epinephelus morio","Mero, cherna","Epinephelus morio","morio Mero,","Epinephelus morio"
"836","Epinephelus","nigritus","Mero","negro,","Epinephelus nigritus","Mero negro,","Epinephelus nigritus","nigritus Mero","Epinephelus nigritus"
"837","Epinephelus","niveatus","Cherna","pinta,","Epinephelus niveatus","Cherna pinta,","Epinephelus niveatus","niveatus Cherna","Epinephelus niveatus"
"838","Epinephelus","striatus","Mero","del","Epinephelus striatus","Mero del","Epinephelus striatus","striatus Mero","Epinephelus striatus"
"839","Mycteroperca","bonaci","Negrillo","M","Mycteroperca bonaci","Negrillo M","Mycteroperca bonaci","bonaci Negrillo","Mycteroperca bonaci"
"840","Mycteroperca","interstitialis","Gallina,","mero","Mycteroperca interstitialis","Gallina, mero","Mycteroperca interstitialis","interstitialis Gallina,","Mycteroperca interstitialis"
"841","Mycteroperca","microlepis","Abadejo","MJ","Mycteroperca microlepis","Abadejo MJ","Mycteroperca microlepis","microlepis Abadejo","Mycteroperca microlepis"
"842","Mycteroperca","phenax","Cabrilla,","negrillo,","Mycteroperca phenax","Cabrilla, negrillo,","Mycteroperca phenax","phenax Cabrilla,","Mycteroperca phenax"
"843","Mycteroperca","venenosa","Guacamayo,","aceitero,","Mycteroperca venenosa","Guacamayo, aceitero,","Mycteroperca venenosa","venenosa Guacamayo,","Mycteroperca venenosa"
"844","Archosargus","probatocephalus","Sargo,","chopa,","Archosargus probatocephalus","Sargo, chopa,","Archosargus probatocephalus","probatocephalus Sargo,","Archosargus probatocephalus"
"845","Archosargus","rhomboidalis","Sargo,","Postha","Archosargus rhomboidalis","Sargo, Postha","Archosargus rhomboidalis","rhomboidalis Sargo,","Archosargus rhomboidalis"
"846","Calamus","arctifrons","Calamus","arctifronsJ,","Calamus arctifrons","Calamus arctifronsJ,","Calamus arctifrons","arctifrons Calamus","Calamus arctifrons"
"847","Calamus","bajonado","MojarronJ,","M","Calamus bajonado","MojarronJ, M","Calamus bajonado","bajonado MojarronJ,","Calamus bajonado"
"848","proridens","Tigre,","pluma","jorobada","proridens Tigre,","pluma jorobada","proridens Tigre,","Tigre, pluma","proridens Tigre,"
"849","Calamus","spp","Plumas,","mojarrones,","Calamus spp","Plumas, mojarrones,","Calamus spp","spp Plumas,","Calamus spp"
"850","Pagrus","pagrus","Sargo","rojo","Pagrus pagrus","Sargo rojo","Pagrus pagrus","pagrus Sargo","Pagrus pagrus"
"851","Sphyraena","barracuda","Barracuda,","picuda","Sphyraena barracuda","Barracuda, picuda","Sphyraena barracuda","barracuda Barracuda,","Sphyraena barracuda"
"852","Sphyraena","guachancho","Tolete","S","Sphyraena guachancho","Tolete S","Sphyraena guachancho","guachancho Tolete","Sphyraena guachancho"
"853","Sphyrna","lewini","Cornuda,","martillo","Sphyrna lewini","Cornuda, martillo","Sphyrna lewini","lewini Cornuda,","Sphyrna lewini"
"854","Sphyrna","tiburo","Tiburon","martillo,","Sphyrna tiburo","Tiburon martillo,","Sphyrna tiburo","tiburo Tiburon","Sphyrna tiburo"
"855","Squalus","cubensis","Cazon","bagre","Squalus cubensis","Cazon bagre","Squalus cubensis","cubensis Cazon","Squalus cubensis"
"856","Peprilus","paru","Palometa","pampano","Peprilus paru","Palometa pampano","Peprilus paru","paru Palometa","Peprilus paru"
"857","Synodus","foetens","Chile,","tolete","Synodus foetens","Chile, tolete","Synodus foetens","foetens Chile,","Synodus foetens"
"858","Canthigaster","rostrata","Tamborin","narizon","Canthigaster rostrata","Tamborin narizon","Canthigaster rostrata","rostrata Tamborin","Canthigaster rostrata"
"859","Lagocephalus","laevigatus","Conejo","blanco","Lagocephalus laevigatus","Conejo blanco","Lagocephalus laevigatus","laevigatus Conejo","Lagocephalus laevigatus"
"860","Sphoeroides","dorsalis","Botete","jaspeado","Sphoeroides dorsalis","Botete jaspeado","Sphoeroides dorsalis","dorsalis Botete","Sphoeroides dorsalis"
"861","Sphoeroides","nephelus","Botete","sureno","Sphoeroides nephelus","Botete sureno","Sphoeroides nephelus","nephelus Botete","Sphoeroides nephelus"
"862","Sphoeroides","spengleri","Botete","collarete","Sphoeroides spengleri","Botete collarete","Sphoeroides spengleri","spengleri Botete","Sphoeroides spengleri"
"863","Sphoeroides","testudineus","Botete","globo","Sphoeroides testudineus","Botete globo","Sphoeroides testudineus","testudineus Botete","Sphoeroides testudineus"
"864","Trichiurus","lepturus","Cintilla,","yegua,","Trichiurus lepturus","Cintilla, yegua,","Trichiurus lepturus","lepturus Cintilla,","Trichiurus lepturus"
"865","Prionotus","evolans","Rubio","volador","Prionotus evolans","Rubio volador","Prionotus evolans","evolans Rubio","Prionotus evolans"
"866","Prionotus","punctatus","Rubio,","testolin","Prionotus punctatus","Rubio, testolin","Prionotus punctatus","punctatus Rubio,","Prionotus punctatus"
"867","Bagre","marinus","Bagre","bandera","Bagre marinus","Bagre bandera","Bagre marinus","marinus Bagre","Bagre marinus"
"868","Ariopsis","felis","Bagre,","curuco,","Ariopsis felis","Bagre, curuco,","Ariopsis felis","felis Bagre,","Ariopsis felis"
"869","Aetobatus","narinari","Chucho,","raya","Aetobatus narinari","Chucho, raya","Aetobatus narinari","narinari Chucho,","Aetobatus narinari"
"870","Cynoscion","arenarius","Trucha","blanca,","Cynoscion arenarius","Trucha blanca,","Cynoscion arenarius","arenarius Trucha","Cynoscion arenarius"
"871","Dasyatis","americana","Raya","latigo","Dasyatis americana","Raya latigo","Dasyatis americana","americana Raya","Dasyatis americana"
"872","Diplectrum","formosum","Serrano,","vulcay,","Diplectrum formosum","Serrano, vulcay,","Diplectrum formosum","formosum Serrano,","Diplectrum formosum"
"873","Diplectrum","radiale","Guabina,","serrano","Diplectrum radiale","Guabina, serrano","Diplectrum radiale","radiale Guabina,","Diplectrum radiale"
"874","Epinephelus","itajara","Cherna,","mero","Epinephelus itajara","Cherna, mero","Epinephelus itajara","itajara Cherna,","Epinephelus itajara"
"875","Lutjanus","campechanus","Huachinango","de","Lutjanus campechanus","Huachinango de","Lutjanus campechanus","campechanus Huachinango","Lutjanus campechanus"
"876","Lutjanus","griseus","Pargo","mulato,","Lutjanus griseus","Pargo mulato,","Lutjanus griseus","griseus Pargo","Lutjanus griseus"
"877","Lutjanus","synagris","Villajaiba,","rubia","Lutjanus synagris","Villajaiba, rubia","Lutjanus synagris","synagris Villajaiba,","Lutjanus synagris"
"878","Raja","texana","Raya","tigre,","Raja texana","Raya tigre,","Raja texana","texana Raya","Raja texana"
"879","Rhinobatos","lentiginosus","Guitarra,","diablo","Rhinobatos lentiginosus","Guitarra, diablo","Rhinobatos lentiginosus","lentiginosus Guitarra,","Rhinobatos lentiginosus"
"880","Syacium","gunteri","Lenguado","arenoso","Syacium gunteri","Lenguado arenoso","Syacium gunteri","gunteri Lenguado","Syacium gunteri"
"881","Synodus","foetens","Chile,","iguano","Synodus foetens","Chile, iguano","Synodus foetens","foetens Chile,","Synodus foetens"
"882","Upeneus","parvus","Chivo","rayuelo,","Upeneus parvus","Chivo rayuelo,","Upeneus parvus","parvus Chivo","Upeneus parvus"
"883","Lutjanus","campechanus","Huachinango","de","Lutjanus campechanus","Huachinango de","Lutjanus campechanus","campechanus Huachinango","Lutjanus campechanus"
"884","Lutjanus","vivanus","Huachinango","ojo","Lutjanus vivanus","Huachinango ojo","Lutjanus vivanus","vivanus Huachinango","Lutjanus vivanus"
"885","Lutjanus","buccanella","Huachinango","aleta","Lutjanus buccanella","Huachinango aleta","Lutjanus buccanella","buccanella Huachinango","Lutjanus buccanella"
"886","Etelis","oculatus","Huachinango","de","Etelis oculatus","Huachinango de","Etelis oculatus","oculatus Huachinango","Etelis oculatus"
"887","Ocyurus","chrysurus","Canane",NA,"Ocyurus chrysurus","Canane NA","Ocyurus chrysurus","chrysurus Canane","Ocyurus chrysurus"
"888","Lutjanus","synagris","Rubia,","villajaiba","Lutjanus synagris","Rubia, villajaiba","Lutjanus synagris","synagris Rubia,","Lutjanus synagris"
"889","parguete","Lutjanus","Pargo","mulato,","parguete Lutjanus","Pargo mulato,","parguete Lutjanus","Lutjanus Pargo","parguete Lutjanus"
"890","caballera","Lutjanus","Pargo","perro,","caballera Lutjanus","Pargo perro,","caballera Lutjanus","Lutjanus Pargo","caballera Lutjanus"
"891","Lutjanus","cyanopterus","Cubera",NA,"Lutjanus cyanopterus","Cubera NA","Lutjanus cyanopterus","cyanopterus Cubera","Lutjanus cyanopterus"
"892","Rhomboplites","aurorubens","Besugo",NA,"Rhomboplites aurorubens","Besugo NA","Rhomboplites aurorubens","aurorubens Besugo","Rhomboplites aurorubens"
"893","Lutjanus","analis","Pargo","criollo,","Lutjanus analis","Pargo criollo,","Lutjanus analis","analis Pargo","Lutjanus analis"
"894","Lutjanus","purpureus","Pargo","rojo","Lutjanus purpureus","Pargo rojo","Lutjanus purpureus","purpureus Pargo","Lutjanus purpureus"
"895","Lutjanus","apodus","Pargo",NA,"Lutjanus apodus","Pargo NA","Lutjanus apodus","apodus Pargo","Lutjanus apodus"
"896","Neomerinthe","hemingwayi","Rascacio",NA,"Neomerinthe hemingwayi","Rascacio NA","Neomerinthe hemingwayi","hemingwayi Rascacio","Neomerinthe hemingwayi"
"897","Brotula","barbata","Lengua,","brotula,","Brotula barbata","Lengua, brotula,","Brotula barbata","barbata Lengua,","Brotula barbata"
"898","Calamus","bajonado","Mojarron",NA,"Calamus bajonado","Mojarron NA","Calamus bajonado","bajonado Mojarron","Calamus bajonado"
"899","Calamus","nodosus","Tigre,","mojarron","Calamus nodosus","Tigre, mojarron","Calamus nodosus","nodosus Tigre,","Calamus nodosus"
"900","Calamus","proridens","Tigre,","pluma","Calamus proridens","Tigre, pluma","Calamus proridens","proridens Tigre,","Calamus proridens"
"901","Calamus","spp","Plumas,","mojarrones,","Calamus spp","Plumas, mojarrones,","Calamus spp","spp Plumas,","Calamus spp"
"902","Caranx","hippos","Jurel","amarillo,","Caranx hippos","Jurel amarillo,","Caranx hippos","hippos Jurel","Caranx hippos"
"903","Caranx","latus","Jurel","blanco,","Caranx latus","Jurel blanco,","Caranx latus","latus Jurel","Caranx latus"
"904","Cephalopholis","fulva","Cabrilla","roja","Cephalopholis fulva","Cabrilla roja","Cephalopholis fulva","fulva Cabrilla","Cephalopholis fulva"
"905","Dasyatis","americana","Raya","grande","Dasyatis americana","Raya grande","Dasyatis americana","americana Raya","Dasyatis americana"
"906","Epinephelus","adscensionis","Cabrilla,","payaso","Epinephelus adscensionis","Cabrilla, payaso","Epinephelus adscensionis","adscensionis Cabrilla,","Epinephelus adscensionis"
"907","Mycteroperca","venenosa","Mero","Epinephelus","Mycteroperca venenosa","Mero Epinephelus","Mycteroperca venenosa","venenosa Mero","Mycteroperca venenosa"
"908","Lairon","Ophycthus",NA,NA,"Lairon Ophycthus","NA NA","Lairon Ophycthus","Ophycthus NA","Lairon Ophycthus"
"909","Pomacanthus","arcuatus",NA,NA,"Pomacanthus arcuatus","NA NA","Pomacanthus arcuatus","arcuatus NA","Pomacanthus arcuatus"
"910","Pomacanthus","paru",NA,NA,"Pomacanthus paru","NA NA","Pomacanthus paru","paru NA","Pomacanthus paru"
"911","Priacanthus","arenatus",NA,NA,"Priacanthus arenatus","NA NA","Priacanthus arenatus","arenatus NA","Priacanthus arenatus"
"912","Prionotus","evolans",NA,NA,"Prionotus evolans","NA NA","Prionotus evolans","evolans NA","Prionotus evolans"
"913","Prionotus","punctatus",NA,NA,"Prionotus punctatus","NA NA","Prionotus punctatus","punctatus NA","Prionotus punctatus"
"914","Rachycentrum","canadum",NA,NA,"Rachycentrum canadum","NA NA","Rachycentrum canadum","canadum NA","Rachycentrum canadum"
"915","nigritus",NA,"Fiat","Epinephelus","nigritus NA","Fiat Epinephelus","nigritus NA","NA Fiat","nigritus NA"
"916","Epinephelus","niveatus","Cherna","pinta","Epinephelus niveatus","Cherna pinta","Epinephelus niveatus","niveatus Cherna","Epinephelus niveatus"
"917","Euthynnus","alletteratus","Bonito",NA,"Euthynnus alletteratus","Bonito NA","Euthynnus alletteratus","alletteratus Bonito","Euthynnus alletteratus"
"918","Haemulon","aurolineatum","Ronco","jeniguaro","Haemulon aurolineatum","Ronco jeniguaro","Haemulon aurolineatum","aurolineatum Ronco","Haemulon aurolineatum"
"919","Haemulon","bonariensis","Ronco","prieto","Haemulon bonariensis","Ronco prieto","Haemulon bonariensis","bonariensis Ronco","Haemulon bonariensis"
"920","Haemulon","chrysargyreum","Ronco","boquichica","Haemulon chrysargyreum","Ronco boquichica","Haemulon chrysargyreum","chrysargyreum Ronco","Haemulon chrysargyreum"
"921","Haemulon","flavolineatum","Ronco","condenado","Haemulon flavolineatum","Ronco condenado","Haemulon flavolineatum","flavolineatum Ronco","Haemulon flavolineatum"
"922","Caranx","latus","Jurel","blanco","Caranx latus","Jurel blanco","Caranx latus","latus Jurel","Caranx latus"
"923","Caranx","hippos","Jurel","amarillo,","Caranx hippos","Jurel amarillo,","Caranx hippos","hippos Jurel","Caranx hippos"
"924","Caranx","chrysos","Cojinuda,","cojinua","Caranx chrysos","Cojinuda, cojinua","Caranx chrysos","chrysos Cojinuda,","Caranx chrysos"
"925","Alectis","ciliaris","Pampano","de hebra","Alectis ciliaris","Pampano de hebra","Alectis ciliaris","ciliaris Pampano","Alectis ciliaris"
"926","Archosargus",NA,"Sargo",NA,"Archosargus NA","Sargo NA","Archosargus NA","NA Sargo","Archosargus NA"
"927","Archosargus",NA,"Postha",NA,"Archosargus NA","Postha NA","Archosargus NA","NA Postha","Archosargus NA"
"928","Arius","felis","Bagre","o","Arius felis","Bagre o","Arius felis","felis Bagre","Arius felis"
"929","Brotula","barbata","Lengua,","brotula,","Brotula barbata","Lengua, brotula,","Brotula barbata","barbata Lengua,","Brotula barbata"
"930","Calamus","bajonado","Pluma,","mojarron","Calamus bajonado","Pluma, mojarron","Calamus bajonado","bajonado Pluma,","Calamus bajonado"
"931","Carcharhinus","brevipinna","Tiburon","aleta","Carcharhinus brevipinna","Tiburon aleta","Carcharhinus brevipinna","brevipinna Tiburon","Carcharhinus brevipinna"
"932","Carcharhinus","falciformis","Tiburon","prieto","Carcharhinus falciformis","Tiburon prieto","Carcharhinus falciformis","falciformis Tiburon","Carcharhinus falciformis"
"933","Carcharhinus","limbatus","Tiburon","puntas","Carcharhinus limbatus","Tiburon puntas","Carcharhinus limbatus","limbatus Tiburon","Carcharhinus limbatus"
"934","Mugil","cephalus",NA,NA,"Mugil cephalus","NA NA","Mugil cephalus","cephalus NA","Mugil cephalus"
"935","Ocyurus","chrysurus",NA,NA,"Ocyurus chrysurus","NA NA","Ocyurus chrysurus","chrysurus NA","Ocyurus chrysurus"
