"","MMID","Short_Title","Keywords","Author","Institution","Dataset_Available","Subject_name","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
"233",1722,"Embarcaciones de Escama del Atlantico Segun Caracteristicas","Escama; Embarcaciones; Toneladas; Eslora; Antiguedad; Total; Litoral Atlantico; Tamaulipas; Veracruz; Tabasco; Campeche; Yucatan; Quintana Roo","CONAPESCA","CONAPESCA",1,"Escama","Atlantic",NA,"Multiple States",2013,2013,6,"Counts","Year","State","EMBARCACIONES ESCAMERAS POR PRINCIPALES CARACTERISTICAS, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"234",1727,"Poblacion Registrada en Captura y Acuacultura en Campeche (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Campeche","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","Banco Campeche Caribe","Campeche",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"235",1746,"Poblacion Registrada en Captura y Acuacultura en Quintana Roo (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Quintana Roo","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","Banco Campeche Caribe","Quintana Roo",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"236",1750,"Poblacion Registrada en Captura y Acuacultura en Tabasco (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Tabasco","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","West Gulf of Mexico","Tabasco",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"237",1751,"Poblacion Registrada en Captura y Acuacultura en Tamaulipas (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Tamaulipas","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","West Gulf of Mexico","Tamaulipas",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"238",1753,"Poblacion Registrada en Captura y Acuacultura en Veracruz (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Veracruz","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","West Gulf of Mexico","Veracruz",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"239",1754,"Poblacion Registrada en Captura y Acuacultura en Yucatan Peninsula (2003-2013)","Poblacion; Acuacultura; Pesca; Captura; Pescador; Poblacion; Registro; Yucatan Peninsula","CONAPESCA","CONAPESCA",1,"Poblacion Humana","Atlantic","Banco Campeche Caribe","Yucatan Peninsula",2003,2013,11,"Counts","Year","State","POBLACION REGISTRADA EN LA CAPTURA Y ACUACULTURA, SEGUN LITORAL Y ENTIDAD FEDERATIVA 2003-2013","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"240",1762,"Financiamiento al sector pesquero de Campeche (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Campeche","CONAPESCA","CONAPESCA",1,"Campeche","Atlantic","Banco Campeche Caribe","Campeche",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"241",1778,"Financiamiento al sector pesquero de Quintana Roo (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Quintana Roo","CONAPESCA","CONAPESCA",1,NA,"Atlantic","Banco Campeche Caribe","Quintana Roo",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"242",1782,"Financiamiento al sector pesquero de Tabasco (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Tabasco","CONAPESCA","CONAPESCA",1,NA,"Atlantic","West Gulf of Mexico","Tabasco",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"243",1783,"Financiamiento al sector pesquero de Tamaulipas (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Tamaulipas","CONAPESCA","CONAPESCA",1,NA,"Atlantic","West Gulf of Mexico","Tamaulipas",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"244",1785,"Financiamiento al sector pesquero de Veracruz (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Veracruz","CONAPESCA","CONAPESCA",1,NA,"Atlantic","West Gulf of Mexico","Veracruz",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"245",1786,"Financiamiento al sector pesquero de Yucatan Peninsula (2004-2013)","Sector pesquero; Pesca; Presupuesto; Financiamiento; FIRA;FOPESCA; Yucatan Peninsula","CONAPESCA","CONAPESCA",1,NA,"Atlantic","Banco Campeche Caribe","Yucatan",2004,2013,10,"Currency","Year","State","FINANCIAMIENTO AL SECTOR PESQUERO POR FIRA-FOPESCA POR ENTIDAD FEDERATIVA 2004 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Pressure",NA,NA,NA,NA
"246",1790,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Campeche (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Campeche","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Campeche",2008,2013,2,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"247",1796,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Quintana Roo (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Quintana Roo","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Quintana Roo",2008,2013,3,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"248",1799,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Tabasco (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Tabasco","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Tabasco",2008,2013,0,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"249",1800,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Tamaulipas (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Tamaulipas","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Tamaulipas",2008,2013,5,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"250",1801,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Veracruz (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Veracruz","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Veracruz",2008,2013,2,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"251",1802,"Inversion en Retiro Voluntario de Embarcaciones Camaroneras de Yucatan (2008-2013)","Inversion; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Yucatan","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Yucatan",2008,2013,0,"Currency","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"252",1805,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Campeche (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Campeche","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Campeche",2008,2013,2,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"253",1811,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Quintana Roo (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Quintana Roo","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Quintana Roo",2008,2013,3,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"254",1814,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Tabasco (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Tabasco","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Tabasco",2008,2013,0,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"255",1815,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Tamaulipas (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Tamaulipas","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Tamaulipas",2008,2013,5,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"256",1816,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Veracruz (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Veracruz","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","West Gulf of Mexico","Veracruz",2008,2013,2,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"257",1817,"Resultado de Programa en Retiro Voluntario de Embarcaciones Camaroneras de Yucatan (2008-2013)","Resultado de Programa; Retiro Voluntario; Camaron; Proyecto; Embarcacion; Barcos; Retirados; Yucatan","CONAPESCA","CONAPESCA",1,"Camaron","Atlantic","Banco Campeche Caribe","Yucatan",2008,2013,0,"Counts","Year","State","SERIE HISTORICA DE INVERSION EN EL PROYECTO DE RETIRO VOLUNTARIO DE EMBARCACIONES CAMARONERAS 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Response",NA,NA,NA,NA
"258",1822,"Monto Recaudado por Premisos de Pesca Deportiva en Campeche (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Campeche","CONAPESCA","CONAPESCA",1,"Campeche","Atlantic","Banco Campeche Caribe","Campeche",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"259",1841,"Monto Recaudado por Premisos de Pesca Deportiva en Quintana Roo (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Quintana Roo","CONAPESCA","CONAPESCA",1,"Pesca Deportiva","Atlantic","Banco Campeche Caribe","Quintana Roo",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"260",1845,"Monto Recaudado por Premisos de Pesca Deportiva en Tabasco (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Tabasco","CONAPESCA","CONAPESCA",1,"Pesca Deportiva","Atlantic","West Gulf of Mexico","Tabasco",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"261",1846,"Monto Recaudado por Premisos de Pesca Deportiva en Tamaulipas (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Tamaulipas","CONAPESCA","CONAPESCA",1,"Pesca Deportiva","Atlantic","West Gulf of Mexico","Tamaulipas",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"262",1848,"Monto Recaudado por Premisos de Pesca Deportiva en Veracruz (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Veracruz","CONAPESCA","CONAPESCA",1,"Pesca Deportiva","Atlantic","West Gulf of Mexico","Veracruz",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"263",1849,"Monto Recaudado por Premisos de Pesca Deportiva en Yucatan Peninsula (2008-2013)","Monto; Total; Premisos; Pesca; Deportiva; Pesos; Yucatan Peninsula","CONAPESCA","CONAPESCA",1,"Pesca Deportiva","Atlantic","Banco Campeche Caribe","Yucatan Peninsula",2008,2013,6,"Currency","Year","State","SERIE HISTORICA DE MONTOS RECAUDADOS POR PERMISOS DE PESCA DEPORTIVA SEGUN ENTIDAD FEDERATIVA 2008 - 2013.","Anuario estadistico de acuacultura y pesca 2013",2013,"https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca","NO",NA,"uenlace@conapesca.gob.mx","GOV","GOV","Fisheries","Benefits",NA,NA,NA,NA
"264",1962,"Gulf of Mexico Bathymetry","seafloor topography,bathymetry,water depth,terrain elevation,topographical relief,coastal","NOAA","NOAA",1,NA,"Atlantic","West Gulf of Mexico",NA,2016,2016,1,"Shapefile","Year","Region","Bathymetry_0 (MapServer)","DataAtlas",2016,"https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/Bathymetry_0/MapServer","NO",NA,"info@noaa.gov","International","International","Oceanography","State",NA,NA,NA,NA
"265",1963,"Gulf of Mexico Bathymetry (Detailed)","bathymetry,contours,water depth,seafloor topography","NOAA","NOAA",1,NA,"Atlantic","West Gulf of Mexico",NA,2016,2016,1,"Shapefile","Year","Region","NGDC_BathymetricContours_Detailed (MapServer)","DataAtlas",2016,"https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/NGDC_BathymetricContours_Detailed/MapServer","NO",NA,"info@noaa.gov","International","International","Oceanography","State",NA,NA,NA,NA
"266",1964,"Gulf of Mexico Bathymetry (General)","bathymetry,contours,water depth,seafloor topography","NOAA","NOAA",1,NA,"Atlantic","West Gulf of Mexico",NA,2016,2016,1,"Shapefile","Year","Region","NGDC_BathymetricContours_General (MapServer)","DataAtlas",2016,"https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/NGDC_BathymetricContours_General/MapServer","NO",NA,"info@noaa.gov","International","International","Oceanography","State",NA,NA,NA,NA
"267",1965,"Gulf of Mexico Dissolved Oxygen - Climatological Mean (Annual/10m)","dissolved oxygen,climatological mean, annual, 10m","NOAA","NOAA",1,NA,"Atlantic","West Gulf of Mexico",NA,2016,2016,1,"Shapefile","Year","Region","NODC_DissolvedOxygen (MapServer)","DataAtlas",2016,"https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/NODC_DissolvedOxygen/MapServer","NO",NA,"info@noaa.gov","International","International","Oceanography","State",NA,NA,NA,NA
"268",1966,"Gulf of Mexico Dissolved Oxygen - Climatological Mean (Fall/10m)","dissolved oxygen,climatological mean; fall,10m","NOAA","NOAA",1,NA,"Atlantic","West Gulf of Mexico",NA,2016,2016,1,"Shapefile","Year","Region","NODC_DissolvedOxygen (MapServer)","DataAtlas",2016,"https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/NODC_DissolvedOxygen/MapServer","NO",NA,"info@noaa.gov","International","International","Oceanography","State",NA,NA,NA,NA
