Genus,Species,Common_synonyns,Inicio,Fin ,Key,Inicio_II,Key_II
Aglaophenia,pinguis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aglaophenia,propinqua,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aglaophenia,rigida,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aglaophenia,triplex,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aidanosagitta,neglecta,"Sagitta neglecta; S. septata Doncaster, 1902; S. tricodermis Oye, 1918",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aidanosagitta,regularis,"Sagitta regularis; S. bedfordii Tokioka, 1942; S. pseudoregularis Oye, 1918",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aimulosia,palliolata,Lepralia palliolata,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aimulosia,uvulifera,Lepralia uvulifera,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aiptasia,californica,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aka,cryptica,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ala,cornuta,"Anaptychus cornutus; Ala spinosa Lockington, 1876; Mithrax trigonopus Cano, 1889",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alaba,interruptelineata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alaba,supralirata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alachosquilla,digueti,"Lysiosquilla digueti; Lysiosquilla floridensis Manning, 1962; Acanthosquilla floridensis Manning, 19",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Albunea,galapagensis,"Albunea lucasia of Ramos & Rios 1995 (not of de saussure, 1853)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Albunea,lucasia,Albuminea lucasia,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alcirona,krebsii,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alderdina,smitti,New name Membranipora irregularis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aldisa,sanguinea,Doris (Asteronotus) sanguinea,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alicia,beebei,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aligena,cokeri,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aligena,nucea,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Aligena,obliqua,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alleena,mexicana,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alleorus,deprellus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Allocentrotus,fragilis,Strongylocentrotus fragilis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alloioplana,sandiegensis,Planocera saiegensis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Allopontonia,iaini,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheopsis,allanhancocki,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheopsis,cortesiana,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,armillatus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,bellimanus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,cristulifrons,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,cylindricus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,estuariensis,"Alpheus colombiensis, Wicksten, 1988; Alpheus hamus Kim & Abele, 1988; ?Alpheus latus Kim & Abele, 1",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,exilis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,felgenhaueri,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,floridanus,"Alpheus platycheirus Boone, 1927",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,grahami,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,hebes,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,heterochaelis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,hyeyoungae,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,leviusculus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,longiquus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,lottini,"Cancer sublucanus Forksal, 1775; Alpheus ventrosus H. Milne Edwards, 1837; Alpheus laevis Raall, 1",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,malleator,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Alpheus,mazatlanicus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
