"","TituloI","TituloII","Keywords","Subject"
"119","Distribucion de Alpheopsis allanhancocki en el golfo de California","Clasificacion Taxonomica Completa de Alpheopsis allanhancocki","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheopsis allanhancocki"
"120","Distribucion de Alpheopsis cortesiana en el golfo de California","Clasificacion Taxonomica Completa de Alpheopsis cortesiana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheopsis cortesiana"
"121","Distribucion de Alpheus armillatus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus armillatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus armillatus"
"122","Distribucion de Alpheus bellimanus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus bellimanus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus bellimanus"
"123","Distribucion de Alpheus cristulifrons en el golfo de California","Clasificacion Taxonomica Completa de Alpheus cristulifrons","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus cristulifrons"
"124","Distribucion de Alpheus cylindricus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus cylindricus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus cylindricus"
"125","Distribucion de Alpheus estuariensis en el golfo de California","Clasificacion Taxonomica Completa de Alpheus estuariensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus colombiensis, Wicksten, 1988; Alpheus hamus Kim & Abele, 1988; ?Alpheus latus Kim & Abele, 1","Alpheus estuariensis"
"126","Distribucion de Alpheus exilis en el golfo de California","Clasificacion Taxonomica Completa de Alpheus exilis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus exilis"
"127","Distribucion de Alpheus felgenhaueri en el golfo de California","Clasificacion Taxonomica Completa de Alpheus felgenhaueri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus felgenhaueri"
"128","Distribucion de Alpheus floridanus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus floridanus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus platycheirus Boone, 1927","Alpheus floridanus"
"129","Distribucion de Alpheus grahami en el golfo de California","Clasificacion Taxonomica Completa de Alpheus grahami","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus grahami"
"130","Distribucion de Alpheus hebes en el golfo de California","Clasificacion Taxonomica Completa de Alpheus hebes","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus hebes"
"131","Distribucion de Alpheus heterochaelis en el golfo de California","Clasificacion Taxonomica Completa de Alpheus heterochaelis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus heterochaelis"
"132","Distribucion de Alpheus hyeyoungae en el golfo de California","Clasificacion Taxonomica Completa de Alpheus hyeyoungae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus hyeyoungae"
"133","Distribucion de Alpheus leviusculus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus leviusculus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus leviusculus"
"134","Distribucion de Alpheus longiquus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus longiquus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus longiquus"
"135","Distribucion de Alpheus lottini en el golfo de California","Clasificacion Taxonomica Completa de Alpheus lottini","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cancer sublucanus Forksal, 1775; Alpheus ventrosus H. Milne Edwards, 1837; Alpheus laevis Raall, 1","Alpheus lottini"
"136","Distribucion de Alpheus malleator en el golfo de California","Clasificacion Taxonomica Completa de Alpheus malleator","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus malleator"
"137","Distribucion de Alpheus mazatlanicus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus mazatlanicus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus mazatlanicus"
"138","Distribucion de Alpheus normanni en el golfo de California","Clasificacion Taxonomica Completa de Alpheus normanni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus normanni"
"139","Distribucion de Alpheus pacificus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus pacificus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus pacificus"
"140","Distribucion de Alpheus paracrinitus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus paracrinitus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus paracrinitus"
"141","Distribucion de Alpheus rectus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus rectus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus rectus"
"142","Distribucion de Alpheus rostratus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus rostratus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus rostratus"
"143","Distribucion de Alpheus schmitti en el golfo de California","Clasificacion Taxonomica Completa de Alpheus schmitti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus schmitti"
"144","Distribucion de Alpheus splendidus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus splendidus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus splendidus"
"145","Distribucion de Alpheus sulcatus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus sulcatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus macrochirus Richters, 1880; Alpheus luciae Barnard, 1947","Alpheus sulcatus"
"146","Distribucion de Alpheus tenuis en el golfo de California","Clasificacion Taxonomica Completa de Alpheus tenuis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus tenuis"
"147","Distribucion de Alpheus umbo en el golfo de California","Clasificacion Taxonomica Completa de Alpheus umbo","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus umbo"
"148","Distribucion de Alpheus villus en el golfo de California","Clasificacion Taxonomica Completa de Alpheus villus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Alpheus villus"
"149","Distribucion de Alpheus websteri en el golfo de California","Clasificacion Taxonomica Completa de Alpheus websteri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Crangon arenensis Chace, 1937","Alpheus websteri"
"150","Distribucion de Alpheus galapagensis en el golfo de California","Clasificacion Taxonomica Completa de Alpheus galapagensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alpheus canalis Kim & Abele 1988","Alpheus galapagensis"
"151","Distribucion de Alvania inconspicua en el golfo de California","Clasificacion Taxonomica Completa de Alvania inconspicua","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Rissoa inconspicua; Alvinia montserratensis (Baker, Hanna & Strong, 1930); Alvania keekeri Palazzi,","Alvania inconspicua"
"152","Distribucion de Alvania tumida en el golfo de California","Clasificacion Taxonomica Completa de Alvania tumida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Alvania tumida","Alvania tumida"
"153","Distribucion de Amaea brunneopicta en el golfo de California","Clasificacion Taxonomica Completa de Amaea brunneopicta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Epitonium brunneopictum","Amaea brunneopicta"
"154","Distribucion de Amaea deroyae en el golfo de California","Clasificacion Taxonomica Completa de Amaea deroyae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amaea deroyae"
"155","Distribucion de Amaea ferminiana en el golfo de California","Clasificacion Taxonomica Completa de Amaea ferminiana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Epitonium (Ferminoscala) ferminianum; E. (F.) eleutherium Pilsbry & Olsson, 1941","Amaea ferminiana"
"156","Distribucion de Amaea tehuanarum en el golfo de California","Clasificacion Taxonomica Completa de Amaea tehuanarum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amaea tehuanarum"
"157","Distribucion de Amaeana occidentalis en el golfo de California","Clasificacion Taxonomica Completa de Amaeana occidentalis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Amaea occidentalis","Amaeana occidentalis"
"158","Distribucion de Amathia convoluta en el golfo de California","Clasificacion Taxonomica Completa de Amathia convoluta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amathia convoluta"
"159","Distribucion de Amathia distans en el golfo de California","Clasificacion Taxonomica Completa de Amathia distans","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amathia distans"
"160","Distribucion de Amathia vidovici en el golfo de California","Clasificacion Taxonomica Completa de Amathia vidovici","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Valkeria vidovici","Amathia vidovici"
"161","Distribucion de Ambidexter panamensis en el golfo de California","Clasificacion Taxonomica Completa de Ambidexter panamensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ambidexter panamensis"
"162","Distribucion de Ambidexter swifti en el golfo de California","Clasificacion Taxonomica Completa de Ambidexter swifti","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ambidexter swifti"
"163","Distribucion de Ambidexter symmetricus en el golfo de California","Clasificacion Taxonomica Completa de Ambidexter symmetricus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ambidexter symmetricus"
"164","Distribucion de Amelina abyssalis en el golfo de California","Clasificacion Taxonomica Completa de Amelina abyssalis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amelina abyssalis"
"165","Distribucion de Americhiton arragonites en el golfo de California","Clasificacion Taxonomica Completa de Americhiton arragonites","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Acanthochites arragonites","Americhiton arragonites"
"166","Distribucion de Amerycina colpoica en el golfo de California","Clasificacion Taxonomica Completa de Amerycina colpoica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Erycina colpoica","Amerycina colpoica"
"167","Distribucion de Amerycina cultrata en el golfo de California","Clasificacion Taxonomica Completa de Amerycina cultrata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Amerycina cultrata"
"168","Distribucion de Ammothella spinifera en el golfo de California","Clasificacion Taxonomica Completa de Ammothella spinifera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ammothella spinifera"
"169","Distribucion de Ammothella symbius en el golfo de California","Clasificacion Taxonomica Completa de Ammothella symbius","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ammothella symbius"
"170","Distribucion de Ammotrypane aulogaster en el golfo de California","Clasificacion Taxonomica Completa de Ammotrypane aulogaster","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ammotrypane aulogaster"
"171","Distribucion de Ampelisca agassizi en el golfo de California","Clasificacion Taxonomica Completa de Ampelisca agassizi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Byblis agassizi; A. compressa Holmes, 1905; A. vera Barnard, 1954","Ampelisca agassizi"
"172","Distribucion de Ampelisca anversensis en el golfo de California","Clasificacion Taxonomica Completa de Ampelisca anversensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ampelisca anversensis"
"173","Distribucion de Ampelisca brevisimulata en el golfo de California","Clasificacion Taxonomica Completa de Ampelisca brevisimulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Ampelisca brevisimulata"
"174","Distribucion de Ampelisca cristata en el golfo de California","Clasificacion Taxonomica Completa de Ampelisca cristata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion A. microdentata Barnard, 1954","Ampelisca cristata"
