"","Especies","Comun","Sitios","AbundanciaA","AbundanciaB","AbundanciaC","AbundanciaD","Key","TallaI","TallaII","TallaIII","TallaIIII"
"188","Asteropsis carinifera","Estrella Verde","","Abundancia de Asteropsis carinifera en Punta Herrero, Sian Kaan","Abundancia de Asteropsis carinifera en Maria Elena, Sian Kaan","Abundancia de Asteropsis carinifera en Puerto Morelos","Abundancia de Asteropsis carinifera en Banco Chinchorro","Estrella Verde Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Asteropsis carinifera en Punta Herrero, Sian Kaan","Talla de Asteropsis carinifera en Maria Elena, Sian Kaan","Talla de Asteropsis carinifera en Puerto Morelos","Talla de Asteropsis carinifera en Banco Chinchorro"
"189","Astrodictyum sp.","Siempre viva","","Abundancia de Astrodictyum sp. en Punta Herrero, Sian Kaan","Abundancia de Astrodictyum sp. en Maria Elena, Sian Kaan","Abundancia de Astrodictyum sp. en Puerto Morelos","Abundancia de Astrodictyum sp. en Banco Chinchorro","Siempre viva Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Astrodictyum sp. en Punta Herrero, Sian Kaan","Talla de Astrodictyum sp. en Maria Elena, Sian Kaan","Talla de Astrodictyum sp. en Puerto Morelos","Talla de Astrodictyum sp. en Banco Chinchorro"
"190","Centrostephanus coronatus","Erizo corona ","","Abundancia de Centrostephanus coronatus en Punta Herrero, Sian Kaan","Abundancia de Centrostephanus coronatus en Maria Elena, Sian Kaan","Abundancia de Centrostephanus coronatus en Puerto Morelos","Abundancia de Centrostephanus coronatus en Banco Chinchorro","Erizo corona  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Centrostephanus coronatus en Punta Herrero, Sian Kaan","Talla de Centrostephanus coronatus en Maria Elena, Sian Kaan","Talla de Centrostephanus coronatus en Puerto Morelos","Talla de Centrostephanus coronatus en Banco Chinchorro"
"191","Chama sp.","Catarro","","Abundancia de Chama sp. en Punta Herrero, Sian Kaan","Abundancia de Chama sp. en Maria Elena, Sian Kaan","Abundancia de Chama sp. en Puerto Morelos","Abundancia de Chama sp. en Banco Chinchorro","Catarro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Chama sp. en Punta Herrero, Sian Kaan","Talla de Chama sp. en Maria Elena, Sian Kaan","Talla de Chama sp. en Puerto Morelos","Talla de Chama sp. en Banco Chinchorro"
"192","Choromytilus chorus","Choro/Mejillon","","Abundancia de Choromytilus chorus en Punta Herrero, Sian Kaan","Abundancia de Choromytilus chorus en Maria Elena, Sian Kaan","Abundancia de Choromytilus chorus en Puerto Morelos","Abundancia de Choromytilus chorus en Banco Chinchorro","Choro/Mejillon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Choromytilus chorus en Punta Herrero, Sian Kaan","Talla de Choromytilus chorus en Maria Elena, Sian Kaan","Talla de Choromytilus chorus en Puerto Morelos","Talla de Choromytilus chorus en Banco Chinchorro"
"193","Diadema mexicanum","Erizo bandeado","","Abundancia de Diadema mexicanum en Punta Herrero, Sian Kaan","Abundancia de Diadema mexicanum en Maria Elena, Sian Kaan","Abundancia de Diadema mexicanum en Puerto Morelos","Abundancia de Diadema mexicanum en Banco Chinchorro","Erizo bandeado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Diadema mexicanum en Punta Herrero, Sian Kaan","Talla de Diadema mexicanum en Maria Elena, Sian Kaan","Talla de Diadema mexicanum en Puerto Morelos","Talla de Diadema mexicanum en Banco Chinchorro"
"194","Echinaster (Othilia) tenuispinus","Estrella puntas negras","","Abundancia de Echinaster (Othilia) tenuispinus en Punta Herrero, Sian Kaan","Abundancia de Echinaster (Othilia) tenuispinus en Maria Elena, Sian Kaan","Abundancia de Echinaster (Othilia) tenuispinus en Puerto Morelos","Abundancia de Echinaster (Othilia) tenuispinus en Banco Chinchorro","Estrella puntas negras Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Echinaster (Othilia) tenuispinus en Punta Herrero, Sian Kaan","Talla de Echinaster (Othilia) tenuispinus en Maria Elena, Sian Kaan","Talla de Echinaster (Othilia) tenuispinus en Puerto Morelos","Talla de Echinaster (Othilia) tenuispinus en Banco Chinchorro"
"195","Echinometra vanbrunti","Erizo morado","","Abundancia de Echinometra vanbrunti en Punta Herrero, Sian Kaan","Abundancia de Echinometra vanbrunti en Maria Elena, Sian Kaan","Abundancia de Echinometra vanbrunti en Puerto Morelos","Abundancia de Echinometra vanbrunti en Banco Chinchorro","Erizo morado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Echinometra vanbrunti en Punta Herrero, Sian Kaan","Talla de Echinometra vanbrunti en Maria Elena, Sian Kaan","Talla de Echinometra vanbrunti en Puerto Morelos","Talla de Echinometra vanbrunti en Banco Chinchorro"
"196","Eucidaris thouarsii","Erizo Lapiz","","Abundancia de Eucidaris thouarsii en Punta Herrero, Sian Kaan","Abundancia de Eucidaris thouarsii en Maria Elena, Sian Kaan","Abundancia de Eucidaris thouarsii en Puerto Morelos","Abundancia de Eucidaris thouarsii en Banco Chinchorro","Erizo Lapiz Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Eucidaris thouarsii en Punta Herrero, Sian Kaan","Talla de Eucidaris thouarsii en Maria Elena, Sian Kaan","Talla de Eucidaris thouarsii en Puerto Morelos","Talla de Eucidaris thouarsii en Banco Chinchorro"
"197","Gorgonidae sp.","Corales blandos","","Abundancia de Gorgonidae sp. en Punta Herrero, Sian Kaan","Abundancia de Gorgonidae sp. en Maria Elena, Sian Kaan","Abundancia de Gorgonidae sp. en Puerto Morelos","Abundancia de Gorgonidae sp. en Banco Chinchorro","Corales blandos Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Gorgonidae sp. en Punta Herrero, Sian Kaan","Talla de Gorgonidae sp. en Maria Elena, Sian Kaan","Talla de Gorgonidae sp. en Puerto Morelos","Talla de Gorgonidae sp. en Banco Chinchorro"
"198","Heliaster kubiniji","Estrella sol","","Abundancia de Heliaster kubiniji en Punta Herrero, Sian Kaan","Abundancia de Heliaster kubiniji en Maria Elena, Sian Kaan","Abundancia de Heliaster kubiniji en Puerto Morelos","Abundancia de Heliaster kubiniji en Banco Chinchorro","Estrella sol Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Heliaster kubiniji en Punta Herrero, Sian Kaan","Talla de Heliaster kubiniji en Maria Elena, Sian Kaan","Talla de Heliaster kubiniji en Puerto Morelos","Talla de Heliaster kubiniji en Banco Chinchorro"
"199","Hexaplex erythrostomus","Caracol chino rosa","","Abundancia de Hexaplex erythrostomus en Punta Herrero, Sian Kaan","Abundancia de Hexaplex erythrostomus en Maria Elena, Sian Kaan","Abundancia de Hexaplex erythrostomus en Puerto Morelos","Abundancia de Hexaplex erythrostomus en Banco Chinchorro","Caracol chino rosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hexaplex erythrostomus en Punta Herrero, Sian Kaan","Talla de Hexaplex erythrostomus en Maria Elena, Sian Kaan","Talla de Hexaplex erythrostomus en Puerto Morelos","Talla de Hexaplex erythrostomus en Banco Chinchorro"
"200","Hexaplex nigritus","Caracol chino negro","","Abundancia de Hexaplex nigritus en Punta Herrero, Sian Kaan","Abundancia de Hexaplex nigritus en Maria Elena, Sian Kaan","Abundancia de Hexaplex nigritus en Puerto Morelos","Abundancia de Hexaplex nigritus en Banco Chinchorro","Caracol chino negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hexaplex nigritus en Punta Herrero, Sian Kaan","Talla de Hexaplex nigritus en Maria Elena, Sian Kaan","Talla de Hexaplex nigritus en Puerto Morelos","Talla de Hexaplex nigritus en Banco Chinchorro"
"201","Hexaplex princeps","Caracol chino / Caracol chino rosado","","Abundancia de Hexaplex princeps en Punta Herrero, Sian Kaan","Abundancia de Hexaplex princeps en Maria Elena, Sian Kaan","Abundancia de Hexaplex princeps en Puerto Morelos","Abundancia de Hexaplex princeps en Banco Chinchorro","Caracol chino / Caracol chino rosado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hexaplex princeps en Punta Herrero, Sian Kaan","Talla de Hexaplex princeps en Maria Elena, Sian Kaan","Talla de Hexaplex princeps en Puerto Morelos","Talla de Hexaplex princeps en Banco Chinchorro"
"202","Holothuria sp.","Pepino de mar","","Abundancia de Holothuria sp. en Punta Herrero, Sian Kaan","Abundancia de Holothuria sp. en Maria Elena, Sian Kaan","Abundancia de Holothuria sp. en Puerto Morelos","Abundancia de Holothuria sp. en Banco Chinchorro","Pepino de mar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Holothuria sp. en Punta Herrero, Sian Kaan","Talla de Holothuria sp. en Maria Elena, Sian Kaan","Talla de Holothuria sp. en Puerto Morelos","Talla de Holothuria sp. en Banco Chinchorro"
"203","Hyotissa hyotis","Ostion","","Abundancia de Hyotissa hyotis en Punta Herrero, Sian Kaan","Abundancia de Hyotissa hyotis en Maria Elena, Sian Kaan","Abundancia de Hyotissa hyotis en Puerto Morelos","Abundancia de Hyotissa hyotis en Banco Chinchorro","Ostion Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hyotissa hyotis en Punta Herrero, Sian Kaan","Talla de Hyotissa hyotis en Maria Elena, Sian Kaan","Talla de Hyotissa hyotis en Puerto Morelos","Talla de Hyotissa hyotis en Banco Chinchorro"
"204","Isostichopus fuscus","Pepino de mar","","Abundancia de Isostichopus fuscus en Punta Herrero, Sian Kaan","Abundancia de Isostichopus fuscus en Maria Elena, Sian Kaan","Abundancia de Isostichopus fuscus en Puerto Morelos","Abundancia de Isostichopus fuscus en Banco Chinchorro","Pepino de mar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Isostichopus fuscus en Punta Herrero, Sian Kaan","Talla de Isostichopus fuscus en Maria Elena, Sian Kaan","Talla de Isostichopus fuscus en Puerto Morelos","Talla de Isostichopus fuscus en Banco Chinchorro"
"205","Lejaster/Tamaria","Estrella morada ","","Abundancia de Lejaster/Tamaria en Punta Herrero, Sian Kaan","Abundancia de Lejaster/Tamaria en Maria Elena, Sian Kaan","Abundancia de Lejaster/Tamaria en Puerto Morelos","Abundancia de Lejaster/Tamaria en Banco Chinchorro","Estrella morada  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lejaster/Tamaria en Punta Herrero, Sian Kaan","Talla de Lejaster/Tamaria en Maria Elena, Sian Kaan","Talla de Lejaster/Tamaria en Puerto Morelos","Talla de Lejaster/Tamaria en Banco Chinchorro"
"206","Lobatus galeatus","Caracol amarillo","","Abundancia de Lobatus galeatus en Punta Herrero, Sian Kaan","Abundancia de Lobatus galeatus en Maria Elena, Sian Kaan","Abundancia de Lobatus galeatus en Puerto Morelos","Abundancia de Lobatus galeatus en Banco Chinchorro","Caracol amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lobatus galeatus en Punta Herrero, Sian Kaan","Talla de Lobatus galeatus en Maria Elena, Sian Kaan","Talla de Lobatus galeatus en Puerto Morelos","Talla de Lobatus galeatus en Banco Chinchorro"
"207","Mithrodia bradleyi","Estrella bradley","","Abundancia de Mithrodia bradleyi en Punta Herrero, Sian Kaan","Abundancia de Mithrodia bradleyi en Maria Elena, Sian Kaan","Abundancia de Mithrodia bradleyi en Puerto Morelos","Abundancia de Mithrodia bradleyi en Banco Chinchorro","Estrella bradley Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mithrodia bradleyi en Punta Herrero, Sian Kaan","Talla de Mithrodia bradleyi en Maria Elena, Sian Kaan","Talla de Mithrodia bradleyi en Puerto Morelos","Talla de Mithrodia bradleyi en Banco Chinchorro"
"208","Mytilus sp.","Choro/Mejillon","","Abundancia de Mytilus sp. en Punta Herrero, Sian Kaan","Abundancia de Mytilus sp. en Maria Elena, Sian Kaan","Abundancia de Mytilus sp. en Puerto Morelos","Abundancia de Mytilus sp. en Banco Chinchorro","Choro/Mejillon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mytilus sp. en Punta Herrero, Sian Kaan","Talla de Mytilus sp. en Maria Elena, Sian Kaan","Talla de Mytilus sp. en Puerto Morelos","Talla de Mytilus sp. en Banco Chinchorro"
"209","Nidorellia armata","Estrella galleta","","Abundancia de Nidorellia armata en Punta Herrero, Sian Kaan","Abundancia de Nidorellia armata en Maria Elena, Sian Kaan","Abundancia de Nidorellia armata en Puerto Morelos","Abundancia de Nidorellia armata en Banco Chinchorro","Estrella galleta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Nidorellia armata en Punta Herrero, Sian Kaan","Talla de Nidorellia armata en Maria Elena, Sian Kaan","Talla de Nidorellia armata en Puerto Morelos","Talla de Nidorellia armata en Banco Chinchorro"
"210","Nodipecten subnodosus","Almeja mano de leon","","Abundancia de Nodipecten subnodosus en Punta Herrero, Sian Kaan","Abundancia de Nodipecten subnodosus en Maria Elena, Sian Kaan","Abundancia de Nodipecten subnodosus en Puerto Morelos","Abundancia de Nodipecten subnodosus en Banco Chinchorro","Almeja mano de leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Nodipecten subnodosus en Punta Herrero, Sian Kaan","Talla de Nodipecten subnodosus en Maria Elena, Sian Kaan","Talla de Nodipecten subnodosus en Puerto Morelos","Talla de Nodipecten subnodosus en Banco Chinchorro"
"211","Octopus bimaculatus","Pulpo lunarejo","","Abundancia de Octopus bimaculatus en Punta Herrero, Sian Kaan","Abundancia de Octopus bimaculatus en Maria Elena, Sian Kaan","Abundancia de Octopus bimaculatus en Puerto Morelos","Abundancia de Octopus bimaculatus en Banco Chinchorro","Pulpo lunarejo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Octopus bimaculatus en Punta Herrero, Sian Kaan","Talla de Octopus bimaculatus en Maria Elena, Sian Kaan","Talla de Octopus bimaculatus en Puerto Morelos","Talla de Octopus bimaculatus en Banco Chinchorro"
"212","Octopus sp.","Pulpo verde","","Abundancia de Octopus sp. en Punta Herrero, Sian Kaan","Abundancia de Octopus sp. en Maria Elena, Sian Kaan","Abundancia de Octopus sp. en Puerto Morelos","Abundancia de Octopus sp. en Banco Chinchorro","Pulpo verde Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Octopus sp. en Punta Herrero, Sian Kaan","Talla de Octopus sp. en Maria Elena, Sian Kaan","Talla de Octopus sp. en Puerto Morelos","Talla de Octopus sp. en Banco Chinchorro"
"213","Panulirus inflatus","Langosta azul","","Abundancia de Panulirus inflatus en Punta Herrero, Sian Kaan","Abundancia de Panulirus inflatus en Maria Elena, Sian Kaan","Abundancia de Panulirus inflatus en Puerto Morelos","Abundancia de Panulirus inflatus en Banco Chinchorro","Langosta azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Panulirus inflatus en Punta Herrero, Sian Kaan","Talla de Panulirus inflatus en Maria Elena, Sian Kaan","Talla de Panulirus inflatus en Puerto Morelos","Talla de Panulirus inflatus en Banco Chinchorro"
"214","Panulirus interruptus","Langosta roja","","Abundancia de Panulirus interruptus en Punta Herrero, Sian Kaan","Abundancia de Panulirus interruptus en Maria Elena, Sian Kaan","Abundancia de Panulirus interruptus en Puerto Morelos","Abundancia de Panulirus interruptus en Banco Chinchorro","Langosta roja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Panulirus interruptus en Punta Herrero, Sian Kaan","Talla de Panulirus interruptus en Maria Elena, Sian Kaan","Talla de Panulirus interruptus en Puerto Morelos","Talla de Panulirus interruptus en Banco Chinchorro"
"215","Pentaceraster cumingi","Estrella acolchonada","","Abundancia de Pentaceraster cumingi en Punta Herrero, Sian Kaan","Abundancia de Pentaceraster cumingi en Maria Elena, Sian Kaan","Abundancia de Pentaceraster cumingi en Puerto Morelos","Abundancia de Pentaceraster cumingi en Banco Chinchorro","Estrella acolchonada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pentaceraster cumingi en Punta Herrero, Sian Kaan","Talla de Pentaceraster cumingi en Maria Elena, Sian Kaan","Talla de Pentaceraster cumingi en Puerto Morelos","Talla de Pentaceraster cumingi en Banco Chinchorro"
"216","Pharia pyramidata","Estrella piramide","","Abundancia de Pharia pyramidata en Punta Herrero, Sian Kaan","Abundancia de Pharia pyramidata en Maria Elena, Sian Kaan","Abundancia de Pharia pyramidata en Puerto Morelos","Abundancia de Pharia pyramidata en Banco Chinchorro","Estrella piramide Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pharia pyramidata en Punta Herrero, Sian Kaan","Talla de Pharia pyramidata en Maria Elena, Sian Kaan","Talla de Pharia pyramidata en Puerto Morelos","Talla de Pharia pyramidata en Banco Chinchorro"
"217","Phataria unifascialis","Estrella azul","","Abundancia de Phataria unifascialis en Punta Herrero, Sian Kaan","Abundancia de Phataria unifascialis en Maria Elena, Sian Kaan","Abundancia de Phataria unifascialis en Puerto Morelos","Abundancia de Phataria unifascialis en Banco Chinchorro","Estrella azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Phataria unifascialis en Punta Herrero, Sian Kaan","Talla de Phataria unifascialis en Maria Elena, Sian Kaan","Talla de Phataria unifascialis en Puerto Morelos","Talla de Phataria unifascialis en Banco Chinchorro"
"218","Pinctada mazatlanica","Madre perla","","Abundancia de Pinctada mazatlanica en Punta Herrero, Sian Kaan","Abundancia de Pinctada mazatlanica en Maria Elena, Sian Kaan","Abundancia de Pinctada mazatlanica en Puerto Morelos","Abundancia de Pinctada mazatlanica en Banco Chinchorro","Madre perla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pinctada mazatlanica en Punta Herrero, Sian Kaan","Talla de Pinctada mazatlanica en Maria Elena, Sian Kaan","Talla de Pinctada mazatlanica en Puerto Morelos","Talla de Pinctada mazatlanica en Banco Chinchorro"
"219","Pinna rugosa","Callo de hacha","","Abundancia de Pinna rugosa en Punta Herrero, Sian Kaan","Abundancia de Pinna rugosa en Maria Elena, Sian Kaan","Abundancia de Pinna rugosa en Puerto Morelos","Abundancia de Pinna rugosa en Banco Chinchorro","Callo de hacha Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pinna rugosa en Punta Herrero, Sian Kaan","Talla de Pinna rugosa en Maria Elena, Sian Kaan","Talla de Pinna rugosa en Puerto Morelos","Talla de Pinna rugosa en Banco Chinchorro"
"220","Pteria sterna","Callo de arbol","","Abundancia de Pteria sterna en Punta Herrero, Sian Kaan","Abundancia de Pteria sterna en Maria Elena, Sian Kaan","Abundancia de Pteria sterna en Puerto Morelos","Abundancia de Pteria sterna en Banco Chinchorro","Callo de arbol Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pteria sterna en Punta Herrero, Sian Kaan","Talla de Pteria sterna en Maria Elena, Sian Kaan","Talla de Pteria sterna en Puerto Morelos","Talla de Pteria sterna en Banco Chinchorro"
"221","Spondylus limbatus","Callo escarlopa","","Abundancia de Spondylus limbatus en Punta Herrero, Sian Kaan","Abundancia de Spondylus limbatus en Maria Elena, Sian Kaan","Abundancia de Spondylus limbatus en Puerto Morelos","Abundancia de Spondylus limbatus en Banco Chinchorro","Callo escarlopa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Spondylus limbatus en Punta Herrero, Sian Kaan","Talla de Spondylus limbatus en Maria Elena, Sian Kaan","Talla de Spondylus limbatus en Puerto Morelos","Talla de Spondylus limbatus en Banco Chinchorro"
"222","Spondylus crassisquama","Almaje mechuda","","Abundancia de Spondylus crassisquama en Punta Herrero, Sian Kaan","Abundancia de Spondylus crassisquama en Maria Elena, Sian Kaan","Abundancia de Spondylus crassisquama en Puerto Morelos","Abundancia de Spondylus crassisquama en Banco Chinchorro","Almaje mechuda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Spondylus crassisquama en Punta Herrero, Sian Kaan","Talla de Spondylus crassisquama en Maria Elena, Sian Kaan","Talla de Spondylus crassisquama en Puerto Morelos","Talla de Spondylus crassisquama en Banco Chinchorro"
"223","Stenorhynchus debilis","Cangrejo arana","","Abundancia de Stenorhynchus debilis en Punta Herrero, Sian Kaan","Abundancia de Stenorhynchus debilis en Maria Elena, Sian Kaan","Abundancia de Stenorhynchus debilis en Puerto Morelos","Abundancia de Stenorhynchus debilis en Banco Chinchorro","Cangrejo arana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Stenorhynchus debilis en Punta Herrero, Sian Kaan","Talla de Stenorhynchus debilis en Maria Elena, Sian Kaan","Talla de Stenorhynchus debilis en Puerto Morelos","Talla de Stenorhynchus debilis en Banco Chinchorro"
"224","Strombina maculosa","Concha manchada","","Abundancia de Strombina maculosa en Punta Herrero, Sian Kaan","Abundancia de Strombina maculosa en Maria Elena, Sian Kaan","Abundancia de Strombina maculosa en Puerto Morelos","Abundancia de Strombina maculosa en Banco Chinchorro","Concha manchada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Strombina maculosa en Punta Herrero, Sian Kaan","Talla de Strombina maculosa en Maria Elena, Sian Kaan","Talla de Strombina maculosa en Puerto Morelos","Talla de Strombina maculosa en Banco Chinchorro"
"225","Strombus gracilior","Caracol amarillo chico","","Abundancia de Strombus gracilior en Punta Herrero, Sian Kaan","Abundancia de Strombus gracilior en Maria Elena, Sian Kaan","Abundancia de Strombus gracilior en Puerto Morelos","Abundancia de Strombus gracilior en Banco Chinchorro","Caracol amarillo chico Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Strombus gracilior en Punta Herrero, Sian Kaan","Talla de Strombus gracilior en Maria Elena, Sian Kaan","Talla de Strombus gracilior en Puerto Morelos","Talla de Strombus gracilior en Banco Chinchorro"
"226","Toxopneustes roseus","Erizo floreado","","Abundancia de Toxopneustes roseus en Punta Herrero, Sian Kaan","Abundancia de Toxopneustes roseus en Maria Elena, Sian Kaan","Abundancia de Toxopneustes roseus en Puerto Morelos","Abundancia de Toxopneustes roseus en Banco Chinchorro","Erizo floreado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Toxopneustes roseus en Punta Herrero, Sian Kaan","Talla de Toxopneustes roseus en Maria Elena, Sian Kaan","Talla de Toxopneustes roseus en Puerto Morelos","Talla de Toxopneustes roseus en Banco Chinchorro"
"227","Triplofusus princeps","Caracol","","Abundancia de Triplofusus princeps en Punta Herrero, Sian Kaan","Abundancia de Triplofusus princeps en Maria Elena, Sian Kaan","Abundancia de Triplofusus princeps en Puerto Morelos","Abundancia de Triplofusus princeps en Banco Chinchorro","Caracol Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Triplofusus princeps en Punta Herrero, Sian Kaan","Talla de Triplofusus princeps en Maria Elena, Sian Kaan","Talla de Triplofusus princeps en Puerto Morelos","Talla de Triplofusus princeps en Banco Chinchorro"
"228","Tripneustes depressus","Erizo cafe","","Abundancia de Tripneustes depressus en Punta Herrero, Sian Kaan","Abundancia de Tripneustes depressus en Maria Elena, Sian Kaan","Abundancia de Tripneustes depressus en Puerto Morelos","Abundancia de Tripneustes depressus en Banco Chinchorro","Erizo cafe Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Tripneustes depressus en Punta Herrero, Sian Kaan","Talla de Tripneustes depressus en Maria Elena, Sian Kaan","Talla de Tripneustes depressus en Puerto Morelos","Talla de Tripneustes depressus en Banco Chinchorro"
"229","Turbo fluctuosus","Caracol burgado","","Abundancia de Turbo fluctuosus en Punta Herrero, Sian Kaan","Abundancia de Turbo fluctuosus en Maria Elena, Sian Kaan","Abundancia de Turbo fluctuosus en Puerto Morelos","Abundancia de Turbo fluctuosus en Banco Chinchorro","Caracol burgado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Turbo fluctuosus en Punta Herrero, Sian Kaan","Talla de Turbo fluctuosus en Maria Elena, Sian Kaan","Talla de Turbo fluctuosus en Puerto Morelos","Talla de Turbo fluctuosus en Banco Chinchorro"
"230","Anthopleura sp. ","Anemona gigante","","Abundancia de Anthopleura sp.  en Punta Herrero, Sian Kaan","Abundancia de Anthopleura sp.  en Maria Elena, Sian Kaan","Abundancia de Anthopleura sp.  en Puerto Morelos","Abundancia de Anthopleura sp.  en Banco Chinchorro","Anemona gigante Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Anthopleura sp.  en Punta Herrero, Sian Kaan","Talla de Anthopleura sp.  en Maria Elena, Sian Kaan","Talla de Anthopleura sp.  en Puerto Morelos","Talla de Anthopleura sp.  en Banco Chinchorro"
"231","Cancer sp.","Cangrejo jaiba","","Abundancia de Cancer sp. en Punta Herrero, Sian Kaan","Abundancia de Cancer sp. en Maria Elena, Sian Kaan","Abundancia de Cancer sp. en Puerto Morelos","Abundancia de Cancer sp. en Banco Chinchorro","Cangrejo jaiba Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Cancer sp. en Punta Herrero, Sian Kaan","Talla de Cancer sp. en Maria Elena, Sian Kaan","Talla de Cancer sp. en Puerto Morelos","Talla de Cancer sp. en Banco Chinchorro"
"232","Centrostephanus coronatus","Erizo corona ","","Abundancia de Centrostephanus coronatus en Punta Herrero, Sian Kaan","Abundancia de Centrostephanus coronatus en Maria Elena, Sian Kaan","Abundancia de Centrostephanus coronatus en Puerto Morelos","Abundancia de Centrostephanus coronatus en Banco Chinchorro","Erizo corona  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Centrostephanus coronatus en Punta Herrero, Sian Kaan","Talla de Centrostephanus coronatus en Maria Elena, Sian Kaan","Talla de Centrostephanus coronatus en Puerto Morelos","Talla de Centrostephanus coronatus en Banco Chinchorro"
"233","Crassedoma gigantea","Almeja de roca","","Abundancia de Crassedoma gigantea en Punta Herrero, Sian Kaan","Abundancia de Crassedoma gigantea en Maria Elena, Sian Kaan","Abundancia de Crassedoma gigantea en Puerto Morelos","Abundancia de Crassedoma gigantea en Banco Chinchorro","Almeja de roca Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Crassedoma gigantea en Punta Herrero, Sian Kaan","Talla de Crassedoma gigantea en Maria Elena, Sian Kaan","Talla de Crassedoma gigantea en Puerto Morelos","Talla de Crassedoma gigantea en Banco Chinchorro"
"234","Neobernaya spadicea","Caracol porcelana","","Abundancia de Neobernaya spadicea en Punta Herrero, Sian Kaan","Abundancia de Neobernaya spadicea en Maria Elena, Sian Kaan","Abundancia de Neobernaya spadicea en Puerto Morelos","Abundancia de Neobernaya spadicea en Banco Chinchorro","Caracol porcelana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Neobernaya spadicea en Punta Herrero, Sian Kaan","Talla de Neobernaya spadicea en Maria Elena, Sian Kaan","Talla de Neobernaya spadicea en Puerto Morelos","Talla de Neobernaya spadicea en Banco Chinchorro"
