MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
61,Historic Catch for Nuevo Leon,Nuevo Leon; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Nuevo Leon,Freshwater/Terrestrial,Freshwater/Terrestrial,Nuevo Leon,2004,2013,10,Weight,Year,State,Nuevo Leon: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
62,Historic Catch for Oaxaca,Oaxaca; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Oaxaca,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
63,Historic Catch for Puebla,Puebla; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Puebla,Freshwater/Terrestrial,Freshwater/Terrestrial,Puebla,2004,2013,10,Weight,Year,State,Puebla: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
64,Historic Catch for Queretaro,Queretaro; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Queretaro,Freshwater/Terrestrial,Freshwater/Terrestrial,Queretaro,2004,2013,10,Weight,Year,State,Queretaro: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
65,Historic Catch for Quintana Roo,Quintana Roo; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Quintana Roo,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Weight,Year,State,Quintana Roo: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
66,Historic Catch for San Luis Potosi,San Luis Potosi; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,San Luis Potosi,Freshwater/Terrestrial,Freshwater/Terrestrial,San Luis Potosi,2004,2013,10,Weight,Year,State,San Luis Potosi: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
67,Historic Catch for Sinaloa,Sinaloa; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Sinaloa,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
68,Historic Catch for Sonora,Sonora; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Sonora,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
69,Historic Catch for Tabasco,Tabasco; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tabasco,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
70,Historic Catch for Tamaulipas,Tamaulipas; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tamaulipas,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Tamaulipas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
71,Historic Catch for Tlaxcala,Tlaxcala; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Tlaxcala,Freshwater/Terrestrial,Freshwater/Terrestrial,Tlaxcala,2004,2013,10,Weight,Year,State,Tlaxcala: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
72,Historic Catch for Veracruz,Veracruz; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Veracruz,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
73,Historic Catch for Yucatan,Yucatan; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Yucatan Peninsula,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2004,2013,10,Weight,Year,State,Yucatan: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
74,Historic Catch for Zacatecas,Zacatecas; Captura,SAGARPA,SAGARPA;CONAPeSCA,1,Zacatecas,Freshwater/Terrestrial,Freshwater/Terrestrial,Zacatecas,2004,2013,10,Weight,Year,State,Zacatecas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
75,Historic Catch of Abulon for Baja California Sur,Abulon; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Abulon,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Abulon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
76,Historic Catch of Abulon for Baja California,Abulon; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Abulon,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Abulon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
77,Historic Catch of Almeja for Baja California Sur,Almeja; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Almeja; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
78,Historic Catch of Almeja for Baja California,Almeja; Captura; BCS,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Almeja; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
79,Historic Catch of Almeja for Veracruz,Almeja; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Almeja; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
80,Historic Catch of Almeja for Sinaloa,Almeja; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Almeja; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
81,Historic Catch of Almeja for Sonora,Almeja; Captura; Sonora ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Almeja; Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
82,Historic Catch of Almeja for nayarit,Almeja; Captura; nayarit ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,Almeja; nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
83,Historic Catch of Almeja for Guerrero,Almeja; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Almeja; Guerrero: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
84,Historic Catch of Almeja for Oaxaca,Almeja; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Pacific,Gulf of California,Oaxaca,2004,2013,10,Weight,Year,State,Almeja; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
85,Historic Catch of Almeja for Tabasco,Almeja; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Almeja; Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
86,Historic Catch of Almeja for Tamaulipas,Almeja; Captura; Tamaulipas,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,Region,Almeja; Otras: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
87,Historic Catch of Almeja for Michoacan,Almeja; Captura; Michoacan; Tamaulipas,SAGARPA,SAGARPA;CONAPeSCA,1,Almeja,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,Region,Almeja; Otras: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
88,Historic Catch of Tunidos for Tabasco,Tunidos; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Tunidos; Tabasco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
89,Historic Catch of Tunidos for Sinaloa,Tunidos; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Tunidos; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
90,Historic Catch of Tunidos for Colima,Tunidos; Captura; Colima ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,South Pacific,Colima,2004,2013,10,Weight,Year,State,Tunidos; Colima: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
91,Historic Catch of Tunidos for Chiapas,Tunidos; Captura; Chiapas ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Chiapas,2004,2013,10,Weight,Year,State,Tunidos; Chiapas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
92,Historic Catch of Tunidos for Baja California,Tunidos; Captura; BC ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Tunidos; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
93,Historic Catch of Tunidos for Baja California Sur,Tunidos; Captura; BCS ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Tunidos; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
94,Historic Catch of Tunidos for Veracruz,Tunidos; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Tunidos; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
95,Historic Catch of Tunidos for Oaxaca,Tunidos; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,Gulf of California,Oaxaca,2004,2013,10,Weight,Year,State,Tunidos; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
96,Historic Catch of Tunidos for Jalisco,Tunidos; Captura; Jalisco ,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,Tunidos; Jalisco: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
97,Historic Catch of Tunidos for Others,Tunidos; Captura; Campeche; Guerrero; Michoacan; Nayarit; Quintana Roo; Sonora; Tamaulipas; Yucatan,SAGARPA,SAGARPA;CONAPeSCA,1,Tunidos,,,Multiple States,2004,2013,10,Weight,Year,State,Tunidos; Otras Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,8,,,
98,Historic Catch of Calamar for Baja California,Calamar; Captura; BC ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Calamar; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
99,Historic Catch of Calamar for Baja California Sur,Calamar; Captura; BCS ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Calamar; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
100,Historic Catch of Calamar for Sinaloa,Calamar; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Calamar; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
101,Historic Catch of Calamar for Sonora,Calamar; Captura; Sonora ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Calamar; Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
102,Historic Catch of Calamar for Guerrero,Calamar; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Calamar; Guerrero: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
103,Historic Catch of Calamar for Tamaulipas,Calamar; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPeSCA,1,Calamar,,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Calamar; Tamaulipas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Atlantic,,,
