MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_Name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_Name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,,
209,Historic Catch of Pulpo for Others,Pulpo;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Pulpo, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
210,Historic Catch of Pulpo for Veracruz,Pulpo;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Pulpo, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
211,Historic Catch of Pulpo for Guerrero,Pulpo;Catch;Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Pulpo, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
212,Historic Catch of Pulpo for Baja California,Pulpo;Catch;Baja California ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Pulpo, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
213,Historic Catch of Pulpo for Sonora,Pulpo;Catch;Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,"Pulpo, Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
214,Historic Catch of Robalo for Chiapas,Robalo;Catch;Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,"Robalo, Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
215,Historic Catch of Robalo for Sinaloa,Robalo;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Robalo, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
216,Historic Catch of Robalo for Others,Robalo;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Robalo, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
217,Historic Catch of Robalo for Tamaulipas,Robalo;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Robalo, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
218,Historic Catch of Robalo for Tabasco,Robalo;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Robalo, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
219,Historic Catch of Robalo for Nayarit,Robalo;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Robalo, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
220,Historic Catch of Robalo for Campeche,Robalo;Catch;Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Robalo, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
221,Historic Catch of Robalo for Jalisco,Robalo;Catch;Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Robalo, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
222,Historic Catch of Robalo for Veracruz,Robalo;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Robalo, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
223,Historic Catch of Sardina for Quintana Roo,Sardina;Catch;Quintana Roo ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Weight,Year,State,"Sardina, Quintana Roo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
224,Historic Catch of Sardina for Other,Sardina;Catch;Other ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Freshwater/Terrestrial,Freshwater/Terrestrial,Other,2004,2013,10,Weight,Year,State,"Sardina, Otro Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
225,Historic Catch of Sardina for Baja California,Sardina;Catch;Baja California ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Sardina, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
226,Historic Catch of Sardina for Jalisco,Sardina;Catch;Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,"Sardina, Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
227,Historic Catch of Sardina for Baja California Sur,Sardina;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Sardina, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
228,Historic Catch of Sardina for Veracruz,Sardina;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Sardina, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
229,Historic Catch of Sardina for Guerrero,Sardina;Catch;Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,"Sardina, Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
230,Historic Catch of Sardina for Sonora,Sardina;Catch;Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,"Sardina, Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
231,Historic Catch of Sardina for Colima,Sardina;Catch;Colima ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,South Pacific,Colima,2004,2013,10,Weight,Year,State,"Sardina, Colima: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
232,Historic Catch of Sierra for Campeche,Sierra;Catch;Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,"Sierra, Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
233,Historic Catch of Sierra for Veracruz,Sierra;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Sierra, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
234,Historic Catch of Sierra for Sinaloa,Sierra;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Sierra, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
235,Historic Catch of Sierra for Tamaulipas,Sierra;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Sierra, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
236,Historic Catch of Sierra for Tabasco,Sierra;Catch;Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"Sierra, Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
237,Historic Catch of Sierra for Nayarit,Sierra;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Sierra, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
238,Historic Catch of Sierra for Other,Sierra;Catch;Other ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Freshwater/Terrestrial,Freshwater/Terrestrial,Other,2004,2013,10,Weight,Year,State,"Sierra, Otro Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
239,Historic Catch of Sierra for Baja California,Sierra;Catch;Baja California ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Sierra, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
240,Historic Catch of Sierra for Baja California Sur,Sierra;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Sierra, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
241,Historic Catch of Sierra for Sonora,Sierra;Catch;Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Sierra,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,"Sierra, Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
242,Historic Catch of Tiburon / Cazon for Oaxaca,Tiburon / Cazon;Catch;Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
243,Historic Catch of Tiburon / Cazon for Others,Tiburon / Cazon;Catch;Others ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
244,Historic Catch of Tiburon / Cazon for Veracruz,Tiburon / Cazon;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
245,Historic Catch of Tiburon / Cazon for Chiapas,Tiburon / Cazon;Catch;Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
246,Historic Catch of Tiburon / Cazon for Sinaloa,Tiburon / Cazon;Catch;Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
247,Historic Catch of Tiburon / Cazon for Tamaulipas,Tiburon / Cazon;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
248,Historic Catch of Tiburon / Cazon for Nayarit,Tiburon / Cazon;Catch;Nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
249,Historic Catch of Tiburon / Cazon for Baja California,Tiburon / Cazon;Catch;Baja California ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
250,Historic Catch of Tiburon / Cazon for Baja California Sur,Tiburon / Cazon;Catch;Baja California Sur ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
251,Historic Catch of Tiburon / Cazon for Sonora,Tiburon / Cazon;Catch;Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Tiburon;Cazon,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,"Tiburon / Cazon, Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
252,Historic Catch of Trucha for Mexico(DF),Trucha;Catch;Mexico(DF) ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Freshwater/Terrestrial,Freshwater/Terrestrial,Mexico(DF),2004,2013,10,Weight,Year,State,"Trucha, Mexico(DF): Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
253,Historic Catch of Trucha for Veracruz,Trucha;Catch;Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"Trucha, Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
254,Historic Catch of Trucha for Puebla,Trucha;Catch;Puebla ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Freshwater/Terrestrial,Freshwater/Terrestrial,Puebla,2004,2013,10,Weight,Year,State,"Trucha, Puebla: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
255,Historic Catch of Trucha for Tamaulipas,Trucha;Catch;Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"Trucha, Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
256,Historic Catch of Trucha for Michoacan,Trucha;Catch;Michoacan ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,"Trucha, Michoacan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
257,Historic Catch of Trucha for Hidalgo,Trucha;Catch;Hidalgo ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Freshwater/Terrestrial,Freshwater/Terrestrial,Hidalgo,2004,2013,10,Weight,Year,State,"Trucha, Hidalgo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
258,Historic Catch of Trucha for Chihuahua,Trucha;Catch;Chihuahua ,SAGARPA,SAGARPA;CONAPESCA,1,Trucha,Freshwater/Terrestrial,Freshwater/Terrestrial,Chihuahua,2004,2013,10,Weight,Year,State,"Trucha, Chihuahua: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas)",Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,,
